count,group,quote,word
1.0,baseline,quote_2016_57916,na
1.0,baseline,quote_2016_57916,tutulong
1.0,baseline,quote_2016_57916,kay
1.0,baseline,quote_2016_57916,inah
1.0,baseline,quote_2016_57916,maricel
2.0,baseline,quote_2016_57916,sa
2.0,baseline,quote_2016_57916,mga
1.0,baseline,quote_2016_57916,alaga
1.0,baseline,quote_2016_57916,niya
1.0,baseline,quote_2016_57916,nang
1.0,baseline,quote_2016_57916,bihagin
1.0,baseline,quote_2016_57916,sila
1.0,baseline,quote_2016_57916,ng
1.0,baseline,quote_2016_57916,sindikato
1.0,baseline,quote_2016_57916,gawing
1.0,baseline,quote_2016_57916,pulubi
1.0,baseline,quote_2016_57916,kalye
1.0,baseline,quote_2016_57916,.
1.0,baseline,quote_2016_58348,palestinian
1.0,baseline,quote_2016_58348,security
1.0,baseline,quote_2016_58348,forces
1.0,baseline,quote_2016_58348,need
1.0,baseline,quote_2016_58348,armored
1.0,baseline,quote_2016_58348,vehicles
2.0,baseline,quote_2016_58348,","
1.0,baseline,quote_2016_58348,especially
1.0,baseline,quote_2016_58348,northern
1.0,baseline,quote_2016_58348,west
1.0,baseline,quote_2016_58348,bank
1.0,baseline,quote_2016_58617,shatters
1.0,baseline,quote_2016_58617,glass
1.0,baseline,quote_2016_58617,ceiling
1.0,baseline,quote_2016_58617,husband
1.0,baseline,quote_2016_58617,page
1.0,baseline,quote_2016_58617,?
3.0,baseline,quote_2016_58617,!
1.0,baseline,quote_2016_58978,quick
1.0,baseline,quote_2016_58978,rehab
4.0,baseline,quote_2016_58978,.
1.0,baseline,quote_2016_58978,(
1.0,baseline,quote_2016_58978,trainer
1.0,baseline,quote_2016_58978,dave
1.0,baseline,quote_2016_58978,groeschner
1.0,baseline,quote_2016_58978,)
1.0,baseline,quote_2016_58978,asked
1.0,baseline,quote_2016_58978,felt
1.0,baseline,quote_2016_58978,ready
1.0,baseline,quote_2016_59148,founding
1.0,baseline,quote_2016_59148,fathers
1.0,baseline,quote_2016_59148,specifically
1.0,baseline,quote_2016_59148,blurred
1.0,baseline,quote_2016_59148,distinction
1.0,baseline,quote_2016_59148,popular
1.0,baseline,quote_2016_59148,legal
1.0,baseline,quote_2016_59148,justice
1.0,baseline,quote_2016_59148,.
1.0,baseline,quote_2016_59386,proposed
1.0,baseline,quote_2016_59386,reform
1.0,baseline,quote_2016_59386,lead
1.0,baseline,quote_2016_59386,regulation
1.0,baseline,quote_2016_59386,kill
1.0,baseline,quote_2016_59386,ipo
1.0,baseline,quote_2016_59386,market
1.0,baseline,quote_2016_59386,","
1.0,baseline,quote_2016_59841,getting
1.0,baseline,quote_2016_59841,customers
1.0,baseline,quote_2016_59841,fell
1.0,baseline,quote_2016_59841,love
1.0,baseline,quote_2016_59841,brand
1.0,baseline,quote_2016_59841,","
1.0,baseline,quote_2016_60655,want
1.0,baseline,quote_2016_60655,canberra
1.0,baseline,quote_2016_60655,rail
1.0,baseline,quote_2016_60655,freight
1.0,baseline,quote_2016_60655,hub
1.0,baseline,quote_2016_60655,","
1.0,baseline,quote_2016_61088,-
1.0,baseline,quote_2016_61088,increasing
1.0,baseline,quote_2016_61088,demands
1.0,baseline,quote_2016_61088,budgets
1.0,baseline,quote_2016_61088,time
1.0,baseline,quote_2016_61088,resources
2.0,baseline,quote_2016_61088,","
1.0,baseline,quote_2016_61088,getting
1.0,baseline,quote_2016_61088,entire
1.0,baseline,quote_2016_61088,team
1.0,baseline,quote_2016_61088,essential
1.0,baseline,quote_2016_63373,think
1.0,baseline,quote_2016_63373,big
1.0,baseline,quote_2016_63373,finding
1.0,baseline,quote_2016_63373,:
1.0,baseline,quote_2016_63373,20
1.0,baseline,quote_2016_63373,percent
1.0,baseline,quote_2016_63373,minds
1.0,baseline,quote_2016_63373,","
1.0,baseline,quote_2016_64934,phone
1.0,baseline,quote_2016_64934,24
1.0,baseline,quote_2016_64934,hours
1.0,baseline,quote_2016_64934,day
1.0,baseline,quote_2016_64934,","
1.0,baseline,quote_2016_64934,seven
1.0,baseline,quote_2016_64934,days
1.0,baseline,quote_2016_64934,week
2.0,baseline,quote_2016_64934,.
1.0,baseline,quote_2016_64934,way
1.0,baseline,quote_2016_64934,service
1.0,baseline,quote_2016_64934,best
1.0,baseline,quote_2016_65289,poor
1.0,baseline,quote_2016_65289,anna
1.0,baseline,quote_2016_65289,","
1.0,baseline,quote_2016_65289,forced
1.0,baseline,quote_2016_65289,stay
1.0,baseline,quote_2016_65289,icckkyperve
1.0,baseline,quote_2016_65289,josh
2.0,baseline,quote_2016_65289,.
1.0,baseline,quote_2016_65289,wish
1.0,baseline,quote_2016_65289,beautiful
1.0,baseline,quote_2016_65289,girls
1.0,baseline,quote_2016_65289,revolt
1.0,baseline,quote_2016_65289,cult
1.0,baseline,quote_2016_65419,seven
1.0,baseline,quote_2016_65419,-
1.0,baseline,quote_2016_65419,fourteen
1.0,baseline,quote_2016_65419,ties
1.0,baseline,quote_2016_65419,record
1.0,baseline,quote_2016_65419,","
1.0,baseline,quote_2016_67597,western
1.0,baseline,quote_2016_67597,nevada
1.0,baseline,quote_2016_67597,strong
1.0,baseline,quote_2016_67597,soccer
1.0,baseline,quote_2016_67597,community
3.0,baseline,quote_2016_67597,","
1.0,baseline,quote_2016_67597,makes
1.0,baseline,quote_2016_67597,sense
2.0,baseline,quote_2016_67597,professional
2.0,baseline,quote_2016_67597,development
1.0,baseline,quote_2016_67597,team
1.0,baseline,quote_2016_67597,emerge
1.0,baseline,quote_2016_67597,scanning
1.0,baseline,quote_2016_67597,horizon
1.0,baseline,quote_2016_67597,best
1.0,baseline,quote_2016_67597,league
1.0,baseline,quote_2016_67597,advantage
2.0,baseline,quote_2016_67597,opportunity
1.0,baseline,quote_2016_67597,felt
1.0,baseline,quote_2016_67597,upsl
1.0,baseline,quote_2016_67597,leading
1.0,baseline,quote_2016_67597,edge
1.0,baseline,quote_2016_68726,came
1.0,baseline,quote_2016_68726,swinging
1.0,baseline,quote_2016_68726,beginning
1.0,baseline,quote_2016_68726,","
1.0,baseline,quote_2016_69206,guys
1.0,baseline,quote_2016_69206,having
2.0,baseline,quote_2016_69206,losing
1.0,baseline,quote_2016_69206,mentality
1.0,baseline,quote_2016_69206,(
1.0,baseline,quote_2016_69206,making
1.0,baseline,quote_2016_69206,)
1.0,baseline,quote_2016_69206,play
1.0,baseline,quote_2016_69206,game
1.0,baseline,quote_2016_69206,line
1.0,baseline,quote_2016_69206,unacceptable
1.0,baseline,quote_2016_69206,","
1.0,baseline,quote_2016_70286,lucky
1.0,baseline,quote_2016_70286,meet
1.0,baseline,quote_2016_70286,brave
1.0,baseline,quote_2016_70286,little
1.0,baseline,quote_2016_70286,boy
1.0,baseline,quote_2016_70286,called
2.0,baseline,quote_2016_70286,jonnie
1.0,baseline,quote_2016_70286,mum
1.0,baseline,quote_2016_70286,years
1.0,baseline,quote_2016_70286,ago
1.0,baseline,quote_2016_70286,picking
2.0,baseline,quote_2016_70286,gold
1.0,baseline,quote_2016_70286,medal
1.0,baseline,quote_2016_70286,rio
2.0,baseline,quote_2016_70286,...
1.0,baseline,quote_2016_70286,congratulations
1.0,baseline,quote_2016_70286,thank
1.0,baseline,quote_2016_70286,inspiring
1.0,baseline,quote_2016_70286,peacock
1.0,baseline,quote_2016_70286,medalist
1.0,baseline,quote_2016_70286,rio2016
1.0,baseline,quote_2016_70286,.
1.0,baseline,quote_2016_70464,expect
2.0,baseline,quote_2016_70464,great
1.0,baseline,quote_2016_70464,","
1.0,baseline,quote_2016_70464,got
1.0,baseline,quote_2016_70464,chance
1.0,baseline,quote_2016_70464,.
1.0,baseline,quote_2016_72044,rex
1.0,baseline,quote_2016_72044,pretty
1.0,baseline,quote_2016_72044,damn
1.0,baseline,quote_2016_72044,crazy
1.0,baseline,quote_2016_72044,playbook
1.0,baseline,quote_2016_72044,","
1.0,baseline,quote_2016_72060,river
1.0,baseline,quote_2016_72060,plantation
1.0,baseline,quote_2016_72060,country
1.0,baseline,quote_2016_72060,club
1.0,baseline,quote_2016_72060,places
1.0,baseline,quote_2016_72060,food
1.0,baseline,quote_2016_72060,order
1.0,baseline,quote_2016_72060,deadline
1.0,baseline,quote_2016_72060,date
1.0,baseline,quote_2016_72060,","
1.0,baseline,quote_2016_73012,political
1.0,baseline,quote_2016_73012,leaders
1.0,baseline,quote_2016_73012,united
1.0,baseline,quote_2016_73012,states
1.0,baseline,quote_2016_73012,iran
1.0,baseline,quote_2016_73012,devil
1.0,baseline,quote_2016_73012,understood
1.0,baseline,quote_2016_73012,goal
1.0,baseline,quote_2016_73012,accord
1.0,baseline,quote_2016_73012,","
1.0,baseline,quote_2016_73810,lot
2.0,baseline,quote_2016_73810,progress
1.0,baseline,quote_2016_73810,work
1.0,baseline,quote_2016_73810,","
1.0,baseline,quote_2016_74876,valuable
1.0,baseline,quote_2016_74876,yuan
1.0,baseline,quote_2016_74876,acts
1.0,baseline,quote_2016_74876,short
1.0,baseline,quote_2016_74876,-
1.0,baseline,quote_2016_74876,term
1.0,baseline,quote_2016_74876,boost
1.0,baseline,quote_2016_74876,","
1.0,baseline,quote_2016_75356,son
2.0,baseline,quote_2016_75356,[
1.0,baseline,quote_2016_75356,michael
2.0,baseline,quote_2016_75356,]
1.0,baseline,quote_2016_75356,daughter
1.0,baseline,quote_2016_75356,lola
1.0,baseline,quote_2016_75356,mark
1.0,baseline,quote_2016_75356,california
1.0,baseline,quote_2016_75356,","
2.0,baseline,quote_2016_76850,think
1.0,baseline,quote_2016_76850,opportunists
2.0,baseline,quote_2016_76850,","
1.0,baseline,quote_2016_76850,secondly
1.0,baseline,quote_2016_76850,like
1.0,baseline,quote_2016_76850,scab
1.0,baseline,quote_2016_76850,saw
2.0,baseline,quote_2016_76850,opportunity
1.0,baseline,quote_2016_76850,picking
1.0,baseline,quote_2016_76850,away
1.0,baseline,quote_2016_76850,weakness
1.0,baseline,quote_2016_76850,exposed
1.0,baseline,quote_2016_76850,soft
1.0,baseline,quote_2016_76850,red
1.0,baseline,quote_2016_76850,area
1.0,baseline,quote_2016_76850,county
1.0,baseline,quote_2016_76850,--
1.0,baseline,quote_2016_76850,benefit
1.0,baseline,quote_2016_76850,unsuspecting
1.0,baseline,quote_2016_76850,patrons
1.0,baseline,quote_2016_76850,advantage
1.0,baseline,quote_2016_76850,people
1.0,baseline,quote_2016_76894,unfortunately
1.0,baseline,quote_2016_76894,support
1.0,baseline,quote_2016_76894,major
1.0,baseline,quote_2016_76894,-
1.0,baseline,quote_2016_76894,party
1.0,baseline,quote_2016_76894,candidate
2.0,baseline,quote_2016_76894,","
1.0,baseline,quote_2016_76894,taking
1.0,baseline,quote_2016_76894,look
1.0,baseline,quote_2016_76894,libertarian
1.0,baseline,quote_2016_76894,ticket
1.0,baseline,quote_2016_76894,headed
1.0,baseline,quote_2016_76894,republican
1.0,baseline,quote_2016_76894,governors
1.0,baseline,quote_2016_77765,4
1.0,baseline,quote_2016_77765,a.m.
2.0,baseline,quote_2016_77765,","
1.0,baseline,quote_2016_77765,right
1.0,baseline,quote_2016_77873,going
1.0,baseline,quote_2016_77873,look
1.0,baseline,quote_2016_77873,foolish
1.0,baseline,quote_2016_77873,"15,000"
1.0,baseline,quote_2016_77873,people
1.0,baseline,quote_2016_77873,leave
1.0,baseline,quote_2016_77873,game
1.0,baseline,quote_2016_77873,....
1.0,baseline,quote_2016_77873,embarrassment
1.0,baseline,quote_2016_77873,nation
1.0,baseline,quote_2016_77873,capital
2.0,baseline,quote_2016_77873,","
1.0,baseline,quote_2016_77873,major
1.0,baseline,quote_2016_77873,cities
1.0,baseline,quote_2016_77873,world
1.0,baseline,quote_2016_77873,subway
1.0,baseline,quote_2016_77873,system
1.0,baseline,quote_2016_77873,closes
2.0,baseline,quote_2016_77873,.
1.0,baseline,quote_2016_77873,crazy
1.0,baseline,quote_2016_78204,look
1.0,baseline,quote_2016_78204,john
1.0,baseline,quote_2016_78204,","
1.0,baseline,quote_2016_78204,hands
1.0,baseline,quote_2016_78204,!
1.0,baseline,quote_2016_79526,group
1.0,baseline,quote_2016_79526,saw
1.0,baseline,quote_2016_79526,resurgence
1.0,baseline,quote_2016_79526,firebrand
1.0,baseline,quote_2016_79526,supremo
1.0,baseline,quote_2016_79526,striking
1.0,baseline,quote_2016_79526,military
1.0,baseline,quote_2016_79526,victories
2.0,baseline,quote_2016_79526,","
1.0,baseline,quote_2016_79526,helping
1.0,baseline,quote_2016_79526,cement
1.0,baseline,quote_2016_79526,authority
1.0,baseline,quote_2016_79526,burnishing
1.0,baseline,quote_2016_79526,credentials
1.0,baseline,quote_2016_79526,commander
1.0,baseline,quote_2016_79877,competing
1.0,baseline,quote_2016_79877,products
1.0,baseline,quote_2016_79877,industry
1.0,baseline,quote_2016_79877,similar
1.0,baseline,quote_2016_79877,features
1.0,baseline,quote_2016_79877,price
1.0,baseline,quote_2016_79877,points
1.0,baseline,quote_2016_79877,","
1.0,baseline,quote_2016_80222,--
1.0,baseline,quote_2016_80222,bit
1.0,baseline,quote_2016_80222,lunatic
1.0,baseline,quote_2016_80222,.
1.0,baseline,quote_2016_81393,working
2.0,baseline,quote_2016_81393,--
1.0,baseline,quote_2016_81393,best
1.0,baseline,quote_2016_81393,interests
1.0,baseline,quote_2016_81393,labour
1.0,baseline,quote_2016_81393,party
1.0,baseline,quote_2016_81911,artem
1.0,baseline,quote_2016_81911,chigvintsev
1.0,baseline,quote_2016_81911,","
1.0,baseline,quote_2016_81911,ballroom
1.0,baseline,quote_2016_81911,dancer
1.0,baseline,quote_2016_81911,.
1.0,baseline,quote_2016_83228,know
1.0,baseline,quote_2016_83228,black
1.0,baseline,quote_2016_83228,man
1.0,baseline,quote_2016_83228,run
1.0,baseline,quote_2016_83228,-
1.0,baseline,quote_2016_83228,police
1.0,baseline,quote_2016_83228,","
1.0,baseline,quote_2016_83877,fails
1.0,baseline,quote_2016_83877,unit
1.0,baseline,quote_2016_83877,operational
5.0,baseline,quote_2016_83877,","
1.0,baseline,quote_2016_83877,look
2.0,baseline,quote_2016_83877,supply
2.0,baseline,quote_2016_83877,system
1.0,baseline,quote_2016_83877,says
2.0,baseline,quote_2016_83877,parts
2.0,baseline,quote_2016_83877,available
1.0,baseline,quote_2016_83877,going
1.0,baseline,quote_2016_83877,months
1.0,baseline,quote_2016_84294,gets
1.0,baseline,quote_2016_84294,lost
2.0,baseline,quote_2016_84294,.
1.0,baseline,quote_2016_84294,polish
1.0,baseline,quote_2016_84294,people
1.0,baseline,quote_2016_84294,good
1.0,baseline,quote_2016_84294,time
1.0,baseline,quote_2016_84294,","
1.0,baseline,quote_2016_84294,brave
1.0,baseline,quote_2016_84294,souls
1.0,baseline,quote_2016_88042,dramatic
1.0,baseline,quote_2016_88042,sky
1.0,baseline,quote_2016_88042,","
1.0,baseline,quote_2016_88042,embodies
1.0,baseline,quote_2016_88042,visionary
1.0,baseline,quote_2016_88042,approach
1.0,baseline,quote_2016_88042,developed
1.0,baseline,quote_2016_88042,end
1.0,baseline,quote_2016_88042,life
1.0,baseline,quote_2016_88042,.
1.0,baseline,quote_2016_88334,key
1.0,baseline,quote_2016_88334,member
1.0,baseline,quote_2016_88334,staff
1.0,baseline,quote_2016_88334,.
1.0,baseline,quote_2016_90468,concerned
1.0,baseline,quote_2016_90468,board
1.0,baseline,quote_2016_90468,consultant
1.0,baseline,quote_2016_90468,appear
1.0,baseline,quote_2016_90468,understood
1.0,baseline,quote_2016_90468,","
1.0,baseline,quote_2016_90468,acknowledged
1.0,baseline,quote_2016_90468,sufficiently
1.0,baseline,quote_2016_90468,appreciated
1.0,baseline,quote_2016_90468,seriousness
1.0,baseline,quote_2016_90468,failings
1.0,baseline,quote_2016_90468,.
1.0,baseline,quote_2016_93428,trust
1.0,baseline,quote_2016_93428,mom
1.0,baseline,quote_2016_93428,.
1.0,baseline,quote_2016_93456,jokes
1.0,baseline,quote_2016_93456,rely
3.0,baseline,quote_2016_93456,jewish
2.0,baseline,quote_2016_93456,mother
1.0,baseline,quote_2016_93456,reputation
1.0,baseline,quote_2016_93456,giant
1.0,baseline,quote_2016_93456,pain
3.0,baseline,quote_2016_93456,.
1.0,baseline,quote_2016_93456,according
1.0,baseline,quote_2016_93456,popular
1.0,baseline,quote_2016_93456,lore
4.0,baseline,quote_2016_93456,","
2.0,baseline,quote_2016_93456,moms
1.0,baseline,quote_2016_93456,smothering
1.0,baseline,quote_2016_93456,guilt
1.0,baseline,quote_2016_93456,-
1.0,baseline,quote_2016_93456,mongering
1.0,baseline,quote_2016_93456,boastful
1.0,baseline,quote_2016_93456,monstrously
1.0,baseline,quote_2016_93456,narcissistic
1.0,baseline,quote_2016_93456,massively
1.0,baseline,quote_2016_93456,neurotic
1.0,baseline,quote_2016_93456,started
1.0,baseline,quote_2016_93456,closely
1.0,baseline,quote_2016_93456,examine
1.0,baseline,quote_2016_93456,stereotypes
1.0,baseline,quote_2016_93456,--
1.0,baseline,quote_2016_93456,consider
1.0,baseline,quote_2016_93456,truly
1.0,baseline,quote_2016_93456,wrong
1.0,baseline,quote_2016_94148,raccoons
1.0,baseline,quote_2016_94148,skunks
1.0,baseline,quote_2016_94148,.
1.0,baseline,quote_2016_95469,quarterback
2.0,baseline,quote_2016_95469,","
1.0,baseline,quote_2016_95469,like
1.0,baseline,quote_2016_95469,sit
1.0,baseline,quote_2016_95469,touched
1.0,baseline,quote_2016_95469,little
1.0,baseline,quote_2016_95469,possible
1.0,baseline,quote_2016_95469,let
1.0,baseline,quote_2016_95469,playmakers
1.0,baseline,quote_2016_95469,plays
1.0,baseline,quote_2016_97500,primary
1.0,baseline,quote_2016_97500,care
1.0,baseline,quote_2016_97500,doctor
2.0,baseline,quote_2016_97500,","
1.0,baseline,quote_2016_97500,send
1.0,baseline,quote_2016_97500,notification
1.0,baseline,quote_2016_98528,youths
1.0,baseline,quote_2016_98528,hold
1.0,baseline,quote_2016_98528,unstable
1.0,baseline,quote_2016_98528,jobs
1.0,baseline,quote_2016_98528,mainly
1.0,baseline,quote_2016_98528,agricultural
1.0,baseline,quote_2016_98528,sector
1.0,baseline,quote_2016_98528,formal
1.0,baseline,quote_2016_98528,contract
1.0,baseline,quote_2016_98528,benefits
1.0,baseline,quote_2016_98528,","
1.0,baseline,quote_2016_98693,god
2.0,baseline,quote_2016_98693,allah
1.0,baseline,quote_2016_98693,","
1.0,baseline,quote_2016_98693,christians
1.0,baseline,quote_2016_98693,enemies
1.0,baseline,quote_2016_98833,member
1.0,baseline,quote_2016_98833,parliament
1.0,baseline,quote_2016_98833,state
1.0,baseline,quote_2016_98833,assembly
1.0,baseline,quote_2017_70,[
1.0,baseline,quote_2017_70,t
1.0,baseline,quote_2017_70,]
1.0,baseline,quote_2017_70,meetings
1.0,baseline,quote_2017_70,elections
1.0,baseline,quote_2017_70,--
1.0,baseline,quote_2017_70,electoral
1.0,baseline,quote_2017_70,process
1.0,baseline,quote_2017_70,...
1.0,baseline,quote_2017_70,look
1.0,baseline,quote_2017_70,intention
1.0,baseline,quote_2017_70,demonize
1.0,baseline,quote_2017_70,russia
4.0,baseline,quote_2017_70,","
1.0,baseline,quote_2017_70,probably
1.0,baseline,quote_2017_70,yes
1.0,baseline,quote_2017_70,trying
1.0,baseline,quote_2017_70,interfere
1.0,baseline,quote_2017_70,hillary
1.0,baseline,quote_2017_70,activities
1.0,baseline,quote_2017_70,.
1.0,baseline,quote_2017_70,nonsense
1.0,baseline,quote_2017_70,true
1.0,baseline,quote_2017_2336,justice
1.0,baseline,quote_2017_2336,external
1.0,baseline,quote_2017_2336,;
1.0,baseline,quote_2017_2336,forgiveness
1.0,baseline,quote_2017_2336,heart
2.0,baseline,quote_2017_2336,.
1.0,baseline,quote_2017_2336,got
1.0,baseline,quote_2017_2336,difficult
1.0,baseline,quote_2017_2336,life
1.0,baseline,quote_2017_2336,ahead
1.0,baseline,quote_2017_2336,want
1.0,baseline,quote_2017_2336,desperately
1.0,baseline,quote_2017_2336,know
1.0,baseline,quote_2017_2336,forgiven
1.0,baseline,quote_2017_2986,critical
1.0,baseline,quote_2017_2986,","
1.0,baseline,quote_2017_2986,urgent
1.0,baseline,quote_2017_2986,extensive
1.0,baseline,quote_2017_2986,disrepair
1.0,baseline,quote_2017_4615,fukushima
1.0,baseline,quote_2017_4615,(
2.0,baseline,quote_2017_4615,earthquake
1.0,baseline,quote_2017_4615,)
1.0,baseline,quote_2017_4615,...
1.0,baseline,quote_2017_4615,right
1.0,baseline,quote_2017_4615,freeway
1.0,baseline,quote_2017_4615,fall
1.0,baseline,quote_2017_4615,house
1.0,baseline,quote_2017_4615,.
1.0,baseline,quote_2017_5363,fact
1.0,baseline,quote_2017_5363,sort
1.0,baseline,quote_2017_5363,drugs
1.0,baseline,quote_2017_5363,alert
1.0,baseline,quote_2017_5363,going
1.0,baseline,quote_2017_5363,telling
1.0,baseline,quote_2017_5363,signs
1.0,baseline,quote_2017_5363,desperation
1.0,baseline,quote_2017_5363,","
1.0,baseline,quote_2017_5583,guys
1.0,baseline,quote_2017_5583,talk
1.0,baseline,quote_2017_5583,leaving
1.0,baseline,quote_2017_5583,legacy
1.0,baseline,quote_2017_5583,program
1.0,baseline,quote_2017_5583,people
1.0,baseline,quote_2017_5583,hawaii
3.0,baseline,quote_2017_5583,.
2.0,baseline,quote_2017_5583,pretty
1.0,baseline,quote_2017_5583,heady
1.0,baseline,quote_2017_5583,stuff
1.0,baseline,quote_2017_5583,trying
1.0,baseline,quote_2017_5583,stay
1.0,baseline,quote_2017_5583,focused
1.0,baseline,quote_2017_5583,getting
1.0,baseline,quote_2017_5583,penn
1.0,baseline,quote_2017_5583,state
1.0,baseline,quote_2017_5583,","
1.0,baseline,quote_2017_5583,special
1.0,baseline,quote_2017_6938,believe
2.0,baseline,quote_2017_6938,.
1.0,baseline,quote_2017_6938,absolutely
1.0,baseline,quote_2017_6938,stunned
1.0,baseline,quote_2017_7078,know
1.0,baseline,quote_2017_7078,looked
1.0,baseline,quote_2017_7078,like
1.0,baseline,quote_2017_7078,meant
1.0,baseline,quote_2017_7078,","
1.0,baseline,quote_2017_7118,know
1.0,baseline,quote_2017_7118,record
1.0,baseline,quote_2017_7118,probably
1.0,baseline,quote_2017_7118,indicative
1.0,baseline,quote_2017_7118,type
2.0,baseline,quote_2017_7118,football
2.0,baseline,quote_2017_7118,team
1.0,baseline,quote_2017_7118,","
1.0,baseline,quote_2017_7118,pretty
1.0,baseline,quote_2017_7118,good
1.0,baseline,quote_2017_7118,.
1.0,baseline,quote_2017_8889,today
1.0,baseline,quote_2017_8889,historic
1.0,baseline,quote_2017_8889,vote
1.0,baseline,quote_2017_8889,puts
1.0,baseline,quote_2017_8889,oil
1.0,baseline,quote_2017_8889,gas
1.0,baseline,quote_2017_8889,industry
1.0,baseline,quote_2017_8889,notice
1.0,baseline,quote_2017_8889,--
1.0,baseline,quote_2017_8889,climate
1.0,baseline,quote_2017_8889,changing
1.0,baseline,quote_2017_8889,investor
1.0,baseline,quote_2017_8889,expectations
1.0,baseline,quote_2017_8889,companies
1.0,baseline,quote_2017_8889,respond
1.0,baseline,quote_2017_8889,","
1.0,baseline,quote_2017_9475,anticipate
1.0,baseline,quote_2017_9475,upside
1.0,baseline,quote_2017_9475,gbp
1.0,baseline,quote_2017_9475,clear
2.0,baseline,quote_2017_9475,phase
1.0,baseline,quote_2017_9475,negotiations
1.0,baseline,quote_2017_9475,completed
1.0,baseline,quote_2017_9475,brexit
1.0,baseline,quote_2017_9475,talks
1.0,baseline,quote_2017_9475,","
1.0,baseline,quote_2017_10336,mean
1.0,baseline,quote_2017_10336,pandering
1.0,baseline,quote_2017_10336,","
1.0,baseline,quote_2017_10336,means
1.0,baseline,quote_2017_10336,engaging
1.0,baseline,quote_2017_10336,.
1.0,baseline,quote_2017_11838,nice
1.0,baseline,quote_2017_11838,win
1.0,baseline,quote_2017_11838,couple
1.0,baseline,quote_2017_11838,segments
2.0,baseline,quote_2017_11838,","
1.0,baseline,quote_2017_11838,want
1.0,baseline,quote_2017_11838,lead
1.0,baseline,quote_2017_11838,lap
1.0,baseline,quote_2017_13278,miserable
1.0,baseline,quote_2017_13278,work
1.0,baseline,quote_2017_13278,morning
1.0,baseline,quote_2017_13278,sickness
1.0,baseline,quote_2017_13278,","
1.0,baseline,quote_2017_13402,mr
1.0,baseline,quote_2017_13402,waho
1.0,baseline,quote_2017_13402,position
1.0,baseline,quote_2017_13402,dishonest
1.0,baseline,quote_2017_13402,meet
1.0,baseline,quote_2017_13402,ministers
1.0,baseline,quote_2017_13402,agree
2.0,baseline,quote_2017_13402,public
1.0,baseline,quote_2017_13402,statement
1.0,baseline,quote_2017_13402,says
1.0,baseline,quote_2017_13402,`
1.0,baseline,quote_2017_13402,look
2.0,baseline,quote_2017_13402,wonderful
1.0,baseline,quote_2017_13402,report
1.0,baseline,quote_2017_13402,got
1.0,baseline,quote_2017_13402,trust
1.0,baseline,quote_2017_13402,misspent
1.0,baseline,quote_2017_13402,money
2.0,baseline,quote_2017_13402,","
1.0,baseline,quote_2017_13402,'
1.0,baseline,quote_2017_13435,got
1.0,baseline,quote_2017_13435,critter
1.0,baseline,quote_2017_13435,en
1.0,baseline,quote_2017_13435,croute
2.0,baseline,quote_2017_13435,.
1.0,baseline,quote_2017_13435,dead
1.0,baseline,quote_2017_13435,crickets
3.0,baseline,quote_2017_13435,","
1.0,baseline,quote_2017_13435,cockroaches
1.0,baseline,quote_2017_13435,20
1.0,baseline,quote_2017_13435,mealworms
1.0,baseline,quote_2017_13435,hawk
1.0,baseline,quote_2017_13435,moth
1.0,baseline,quote_2017_13435,huntsman
1.0,baseline,quote_2017_13435,spider
1.0,baseline,quote_2017_13784,play
1.0,baseline,quote_2017_13784,left
1.0,baseline,quote_2017_13784,.
1.0,baseline,quote_2017_14701,thank
1.0,baseline,quote_2017_14701,homework
1.0,baseline,quote_2017_14701,.
1.0,baseline,quote_2017_14883,citizen
2.0,baseline,quote_2017_14883,","
1.0,baseline,quote_2017_14883,support
1.0,baseline,quote_2017_14883,prime
1.0,baseline,quote_2017_14883,minister
1.0,baseline,quote_2017_14883,actions
1.0,baseline,quote_2017_15316,reached
1.0,baseline,quote_2017_15316,displayed
1.0,baseline,quote_2017_15316,gun
1.0,baseline,quote_2017_15316,sitting
1.0,baseline,quote_2017_15316,inside
1.0,baseline,quote_2017_15316,vehicle
1.0,baseline,quote_2017_15316,;
1.0,baseline,quote_2017_15316,feet
1.0,baseline,quote_2017_15316,away
2.0,baseline,quote_2017_15316,officers
1.0,baseline,quote_2017_15316,.
1.0,baseline,quote_2017_15316,suspect
1.0,baseline,quote_2017_15316,inform
1.0,baseline,quote_2017_15316,","
1.0,baseline,quote_2017_15615,bringing
1.0,baseline,quote_2017_15615,raspberry
1.0,baseline,quote_2017_15615,pi
3.0,baseline,quote_2017_15615,","
1.0,baseline,quote_2017_15615,code
1.0,baseline,quote_2017_15615,club
1.0,baseline,quote_2017_15615,coderdojo
1.0,baseline,quote_2017_15615,create
1.0,baseline,quote_2017_15615,largest
1.0,baseline,quote_2017_15615,global
1.0,baseline,quote_2017_15615,effort
1.0,baseline,quote_2017_15615,young
1.0,baseline,quote_2017_15615,people
1.0,baseline,quote_2017_15615,involved
1.0,baseline,quote_2017_15615,computing
1.0,baseline,quote_2017_15615,digital
1.0,baseline,quote_2017_15615,making
1.0,after,quote_2017_16169,channa
1.0,after,quote_2017_16169,chaat
3.0,after,quote_2017_16169,","
1.0,after,quote_2017_16169,pakora
1.0,after,quote_2017_16169,khajoor
1.0,after,quote_2017_16169,water
1.0,after,quote_2017_16169,fruit
1.0,after,quote_2017_16169,.
1.0,baseline,quote_2017_16300,neighbours
