count,group,quote,word
1.0,baseline,quote_2015_33753,continue
1.0,baseline,quote_2015_33753,scout
1.0,baseline,quote_2015_33753,","
1.0,baseline,quote_2015_34301,want
1.0,baseline,quote_2015_34301,sure
1.0,baseline,quote_2015_34301,collected
1.0,baseline,quote_2015_34301,treated
1.0,baseline,quote_2015_34301,sit
1.0,baseline,quote_2015_34301,.
1.0,baseline,quote_2015_34489,use
1.0,baseline,quote_2015_34489,condition
1.0,baseline,quote_2015_34489,footballs
1.0,baseline,quote_2015_34489,excuse
1.0,baseline,quote_2015_34489,.
1.0,baseline,quote_2015_34893,know
1.0,baseline,quote_2015_34893,autopsy
1.0,baseline,quote_2015_34893,complete
1.0,baseline,quote_2015_34893,speculate
1.0,baseline,quote_2015_34893,caused
1.0,baseline,quote_2015_34893,truck
1.0,baseline,quote_2015_34893,leave
1.0,baseline,quote_2015_34893,roadway
1.0,baseline,quote_2015_35248,development
2.0,baseline,quote_2015_35248,area
1.0,baseline,quote_2015_35248,created
1.0,baseline,quote_2015_35248,lot
1.0,baseline,quote_2015_35248,vibrations
1.0,baseline,quote_2015_35248,.
1.0,baseline,quote_2015_35248,staff
1.0,baseline,quote_2015_35248,eventually
1.0,baseline,quote_2015_35248,find
2.0,baseline,quote_2015_35248,small
1.0,baseline,quote_2015_35248,water
1.0,baseline,quote_2015_35248,leak
4.0,baseline,quote_2015_35248,","
1.0,baseline,quote_2015_35248,number
1.0,baseline,quote_2015_35248,utility
1.0,baseline,quote_2015_35248,cuts
1.0,baseline,quote_2015_35248,affects
1.0,baseline,quote_2015_35248,structural
1.0,baseline,quote_2015_35248,integrity
1.0,baseline,quote_2015_35248,road
1.0,baseline,quote_2015_36368,going
1.0,baseline,quote_2015_36368,decadeslong
1.0,baseline,quote_2015_36368,thing
1.0,baseline,quote_2015_36368,testing
1.0,baseline,quote_2015_36368,building
2.0,baseline,quote_2015_36368,.
1.0,baseline,quote_2015_36368,start
1.0,baseline,quote_2015_36368,long
1.0,baseline,quote_2015_36368,race
1.0,baseline,quote_2015_37290,offer
1.0,baseline,quote_2015_37290,volunteer
1.0,baseline,quote_2015_37290,teaching
1.0,baseline,quote_2015_37290,programs
3.0,baseline,quote_2015_37290,","
1.0,baseline,quote_2015_37290,way
1.0,baseline,quote_2015_37290,live
1.0,baseline,quote_2015_37290,abroad
1.0,baseline,quote_2015_37290,inexpensively
1.0,baseline,quote_2015_37290,time
1.0,baseline,quote_2015_37290,commitment
1.0,baseline,quote_2015_37290,(
1.0,baseline,quote_2015_37290,months
1.0,baseline,quote_2015_37290,)
1.0,baseline,quote_2015_38819,desire
1.0,baseline,quote_2015_38819,sell
2.0,baseline,quote_2015_38819,?
1.0,baseline,quote_2015_38819,profitable
1.0,baseline,quote_2015_38875,california
3.0,baseline,quote_2015_38875,","
1.0,baseline,quote_2015_38875,like
1.0,baseline,quote_2015_38875,states
1.0,baseline,quote_2015_38875,laissez
1.0,baseline,quote_2015_38875,-
1.0,baseline,quote_2015_38875,faire
1.0,baseline,quote_2015_38875,attitude
2.0,baseline,quote_2015_38875,drugs
2.0,baseline,quote_2015_38875,drug
1.0,baseline,quote_2015_38875,abuse
1.0,baseline,quote_2015_38875,.
1.0,baseline,quote_2015_38875,methamphetamine
1.0,baseline,quote_2015_38875,led
1.0,baseline,quote_2015_38875,crimes
1.0,baseline,quote_2015_38875,effects
1.0,baseline,quote_2015_38875,abuser
1.0,baseline,quote_2015_40096,","
1.0,baseline,quote_2015_40096,city
1.0,baseline,quote_2015_40096,looked
1.0,baseline,quote_2015_40096,fragile
1.0,baseline,quote_2015_40096,times
1.0,baseline,quote_2015_40096,term
1.0,baseline,quote_2015_40096,.
1.0,baseline,quote_2015_40157,beginning
2.0,baseline,quote_2015_40157,","
1.0,baseline,quote_2015_40157,knew
1.0,baseline,quote_2015_40157,wrong
2.0,baseline,quote_2015_42316,big
1.0,baseline,quote_2015_42316,data
1.0,baseline,quote_2015_42316,","
1.0,baseline,quote_2015_42316,deal
1.0,baseline,quote_2015_42316,?
1.0,baseline,quote_2015_42316,broadcasters
1.0,baseline,quote_2015_42316,apply
1.0,baseline,quote_2015_42316,video
1.0,baseline,quote_2015_42316,analytics
1.0,baseline,quote_2015_42316,generate
1.0,baseline,quote_2015_42316,higher
1.0,baseline,quote_2015_42316,revenues
1.0,baseline,quote_2015_42316,.
1.0,baseline,quote_2015_45231,looking
1.0,baseline,quote_2015_45231,incredibly
1.0,baseline,quote_2015_45231,good
1.0,baseline,quote_2015_45231,","
1.0,baseline,quote_2015_47419,mr
2.0,baseline,quote_2015_47419,.
1.0,baseline,quote_2015_47419,collins
1.0,baseline,quote_2015_47419,","
1.0,baseline,quote_2015_47419,arresting
1.0,baseline,quote_2015_47419,suspicion
1.0,baseline,quote_2015_47419,murder
1.0,baseline,quote_2015_47419,steven
1.0,baseline,quote_2015_47419,smith
1.0,baseline,quote_2015_47419,paul
1.0,baseline,quote_2015_47419,roberts
1.0,baseline,quote_2015_47419,right
1.0,baseline,quote_2015_47419,remain
1.0,baseline,quote_2015_47419,silent
1.0,baseline,quote_2015_47419,court
1.0,baseline,quote_2015_47419,law
1.0,baseline,quote_2015_47774,second
1.0,baseline,quote_2015_47774,chance
1.0,baseline,quote_2015_47774,love
2.0,baseline,quote_2015_47774,(
2.0,baseline,quote_2015_47774,)
2.0,baseline,quote_2015_47774,","
1.0,baseline,quote_2015_48167,lined
1.0,baseline,quote_2015_48167,sidelines
2.0,baseline,quote_2015_48167,","
1.0,baseline,quote_2015_48167,kind
1.0,baseline,quote_2015_48167,cool
1.0,baseline,quote_2015_49461,uncomfortable
1.0,baseline,quote_2015_49461,flight
1.0,baseline,quote_2015_49461,","
1.0,baseline,quote_2015_49461,treat
1.0,baseline,quote_2015_49461,.
2.0,baseline,quote_2015_49509,think
1.0,baseline,quote_2015_49509,good
2.0,baseline,quote_2015_49509,agreement
1.0,baseline,quote_2015_49509,ultimately
1.0,baseline,quote_2015_49509,accomplish
1.0,baseline,quote_2015_49509,goal
4.0,baseline,quote_2015_49509,","
1.0,baseline,quote_2015_49509,worrisome
3.0,baseline,quote_2015_49509,.
1.0,baseline,quote_2015_49509,understand
1.0,baseline,quote_2015_49509,hope
1.0,baseline,quote_2015_49509,implies
2.0,baseline,quote_2015_49509,perform
1.0,baseline,quote_2015_49509,going
1.0,baseline,quote_2015_49509,better
1.0,baseline,quote_2015_49509,position
1.0,baseline,quote_2015_49509,time
1.0,baseline,quote_2015_49509,concern
1.0,baseline,quote_2015_50066,great
2.0,baseline,quote_2015_50066,","
1.0,baseline,quote_2015_50066,feel
1.0,baseline,quote_2015_50066,-
1.0,baseline,quote_2015_50066,good
1.0,baseline,quote_2015_50066,holiday
1.0,baseline,quote_2015_50066,tradition
1.0,baseline,quote_2015_50241,aim
1.0,baseline,quote_2015_50241,arrests
1.0,baseline,quote_2015_50241,stop
2.0,baseline,quote_2015_50241,political
2.0,baseline,quote_2015_50241,initiatives
2.0,baseline,quote_2015_50241,basque
1.0,baseline,quote_2015_50241,pro
1.0,baseline,quote_2015_50241,-
1.0,baseline,quote_2015_50241,independence
1.0,baseline,quote_2015_50241,movement
1.0,baseline,quote_2015_50241,activate
1.0,baseline,quote_2015_50241,","
1.0,baseline,quote_2015_50241,resolve
1.0,baseline,quote_2015_50241,ongoing
1.0,baseline,quote_2015_50241,conflict
1.0,baseline,quote_2015_50241,create
1.0,baseline,quote_2015_50241,democratic
1.0,baseline,quote_2015_50241,scenario
1.0,baseline,quote_2015_50241,country
1.0,baseline,quote_2015_50241,.
1.0,baseline,quote_2015_52106,debt
1.0,baseline,quote_2015_52106,need
1.0,baseline,quote_2015_52106,months
2.0,baseline,quote_2015_52106,money
3.0,baseline,quote_2015_52106,","
1.0,baseline,quote_2015_52106,takes
1.0,baseline,quote_2015_52106,run
1.0,baseline,quote_2015_52106,household
1.0,baseline,quote_2015_52106,tucked
1.0,baseline,quote_2015_52106,away
1.0,baseline,quote_2015_52106,market
1.0,baseline,quote_2015_52106,account
1.0,baseline,quote_2015_52106,rainy
1.0,baseline,quote_2015_52106,day
1.0,baseline,quote_2015_52687,singing
1.0,baseline,quote_2015_52687,praises
1.0,baseline,quote_2015_52687,day
1.0,baseline,quote_2015_52687,long
2.0,baseline,quote_2015_52687,.
1.0,baseline,quote_2015_52687,definitely
1.0,baseline,quote_2015_52687,big
1.0,baseline,quote_2015_52687,decision
1.0,baseline,quote_2015_53084,senator
1.0,baseline,quote_2015_53084,paul
1.0,baseline,quote_2015_53084,grid
1.0,baseline,quote_2015_53084,week
1.0,baseline,quote_2015_53084,family
2.0,baseline,quote_2015_53084,","
1.0,baseline,quote_2015_53084,zero
1.0,baseline,quote_2015_53084,interviews
1.0,baseline,quote_2015_53084,weighed
1.0,baseline,quote_2015_53084,issue
1.0,baseline,quote_2015_53084,.
1.0,baseline,quote_2015_53084,time
1.0,baseline,quote_2015_53084,office
1.0,baseline,quote_2015_53084,unable
1.0,baseline,quote_2015_53084,provide
1.0,baseline,quote_2015_53084,comment
2.0,baseline,quote_2015_54910,world
1.0,baseline,quote_2015_54910,cups
1.0,baseline,quote_2015_54910,send
1.0,baseline,quote_2015_54910,message
1.0,baseline,quote_2015_54910,:
1.0,baseline,quote_2015_54910,coach
1.0,baseline,quote_2015_54910,coached
1.0,baseline,quote_2015_54910,international
1.0,baseline,quote_2015_54910,rugby
3.0,baseline,quote_2015_54910,","
1.0,baseline,quote_2015_54910,going
1.0,baseline,quote_2015_54910,`
2.0,baseline,quote_2015_54910,old
2.0,baseline,quote_2015_54910,'
3.0,baseline,quote_2015_54910,.
1.0,baseline,quote_2015_54910,tried
1.0,baseline,quote_2015_54910,andy
1.0,baseline,quote_2015_54910,robinson
1.0,baseline,quote_2015_54910,martin
1.0,baseline,quote_2015_54910,johnson
1.0,baseline,quote_2015_54910,stuart
1.0,baseline,quote_2015_54910,lancaster
1.0,baseline,quote_2015_54910,biggest
1.0,baseline,quote_2015_54910,budgets
1.0,baseline,quote_2015_54910,coaches
1.0,baseline,quote_2015_54910,years
1.0,baseline,quote_2015_54910,experience
1.0,baseline,quote_2015_55664,unhealthiest
1.0,baseline,quote_2015_55664,region
1.0,baseline,quote_2015_55664,u.s
1.0,baseline,quote_2015_55664,.
1.0,baseline,quote_2015_55664,arguably
1.0,baseline,quote_2015_55664,heart
1.0,baseline,quote_2015_55664,appalachia
2.0,baseline,quote_2015_55664,","
1.0,baseline,quote_2015_55664,eastern
1.0,baseline,quote_2015_55664,kentucky
1.0,baseline,quote_2015_55664,southwest
2.0,baseline,quote_2015_55664,virginia
1.0,baseline,quote_2015_55664,southern
1.0,baseline,quote_2015_55664,west
1.0,baseline,quote_2015_56372,kind
1.0,baseline,quote_2015_56372,statements
2.0,baseline,quote_2015_56372,","
1.0,baseline,quote_2015_56372,lawful
1.0,baseline,quote_2015_56372,protesters
1.0,baseline,quote_2015_56372,viewed
1.0,baseline,quote_2015_56372,lynch
1.0,baseline,quote_2015_56372,mob
1.0,baseline,quote_2015_56372,raises
1.0,baseline,quote_2015_56372,question
1.0,baseline,quote_2015_56372,:
1.0,baseline,quote_2015_56372,police
1.0,baseline,quote_2015_56372,?
1.0,baseline,quote_2015_58528,14
1.0,baseline,quote_2015_58528,-
1.0,baseline,quote_2015_58528,11
1.0,baseline,quote_2015_58528,leads
1.0,baseline,quote_2015_58528,sets
1.0,baseline,quote_2015_58528,","
1.0,baseline,quote_2015_59008,ensure
1.0,baseline,quote_2015_59008,emerge
1.0,baseline,quote_2015_59008,election
1.0,baseline,quote_2015_59008,peace
1.0,baseline,quote_2015_59008,serenity
1.0,baseline,quote_2015_59008,","
1.0,baseline,quote_2015_59008,unite
1.0,baseline,quote_2015_59008,challenges
1.0,baseline,quote_2015_59008,awaiting
1.0,baseline,quote_2015_59008,nation
1.0,baseline,quote_2015_59008,.
1.0,baseline,quote_2015_60555,fortunately
1.0,baseline,quote_2015_60555,lot
1.0,baseline,quote_2015_60555,work
1.0,baseline,quote_2015_60555,wanted
1.0,baseline,quote_2015_60555,replacing
1.0,baseline,quote_2015_60555,starts
1.0,baseline,quote_2015_60555,missing
2.0,baseline,quote_2015_60555,.
1.0,baseline,quote_2015_60555,going
1.0,baseline,quote_2015_60555,continue
1.0,baseline,quote_2015_60555,look
1.0,baseline,quote_2015_60555,opportunities
1.0,baseline,quote_2015_60555,expensive
1.0,baseline,quote_2015_60555,market
1.0,baseline,quote_2015_62282,time
1.0,baseline,quote_2015_62282,throw
1.0,baseline,quote_2015_62282,bob
1.0,baseline,quote_2015_62282,feller
1.0,baseline,quote_2015_62282,","
1.0,baseline,quote_2015_62669,things
1.0,baseline,quote_2015_62669,going
1.0,baseline,quote_2015_62669,mind
2.0,baseline,quote_2015_62669,","
1.0,baseline,quote_2015_62669,know
1.0,baseline,quote_2015_62669,expect
1.0,baseline,quote_2015_64320,femi
1.0,baseline,quote_2015_64320,(
1.0,baseline,quote_2015_64320,@realffk
1.0,baseline,quote_2015_64320,)
2.0,baseline,quote_2015_64320,boy
2.0,baseline,quote_2015_64320,.
1.0,baseline,quote_2015_64320,provide
1.0,baseline,quote_2015_64320,food
1.0,baseline,quote_2015_64320,","
1.0,baseline,quote_2015_64320,eat
1.0,baseline,quote_2015_64320,sing
1.0,baseline,quote_2015_64320,smart
1.0,baseline,quote_2015_66074,manage
1.0,baseline,quote_2015_66074,marie
1.0,baseline,quote_2015_66074,.
1.0,baseline,quote_2015_68141,navas
1.0,baseline,quote_2015_68141,great
1.0,baseline,quote_2015_68141,goalkeeper
1.0,baseline,quote_2015_68141,like
1.0,baseline,quote_2015_68141,busy
1.0,baseline,quote_2015_68141,","
1.0,baseline,quote_2015_68852,immediately
1.0,baseline,quote_2015_68852,remove
1.0,baseline,quote_2015_68852,statue
1.0,baseline,quote_2015_68852,campus
1.0,baseline,quote_2015_68852,.
1.0,baseline,quote_2015_69511,riding
1.0,baseline,quote_2015_69511,200
1.0,baseline,quote_2015_69511,kilometres
2.0,baseline,quote_2015_69511,london
1.0,baseline,quote_2015_69511,olympics
5.0,baseline,quote_2015_69511,.
1.0,baseline,quote_2015_69511,cav
2.0,baseline,quote_2015_69511,win
3.0,baseline,quote_2015_69511,","
1.0,baseline,quote_2015_69511,incredible
1.0,baseline,quote_2015_69511,experience
1.0,baseline,quote_2015_69511,50
1.0,baseline,quote_2015_69511,minutes
1.0,baseline,quote_2015_69511,streets
1.0,baseline,quote_2015_69511,hampton
1.0,baseline,quote_2015_69511,court
1.0,baseline,quote_2015_69511,won
1.0,baseline,quote_2015_69511,tour
1.0,baseline,quote_2015_69511,de
1.0,baseline,quote_2015_69511,france
1.0,baseline,quote_2015_69511,millions
1.0,baseline,quote_2015_69511,fans
1.0,baseline,quote_2015_69511,time
1.0,baseline,quote_2015_69511,trial
1.0,baseline,quote_2015_69511,bigger
1.0,baseline,quote_2015_69760,starts
1.0,baseline,quote_2015_69760,gets
1.0,baseline,quote_2015_69760,worse
2.0,baseline,quote_2015_69760,.
1.0,baseline,quote_2015_69760,driving
2.0,baseline,quote_2015_69760,bad
1.0,baseline,quote_2015_69760,insurance
1.0,baseline,quote_2015_69760,company
1.0,baseline,quote_2015_69785,sherlock
1.0,baseline,quote_2015_69785,holmes
1.0,baseline,quote_2015_69785,blue
1.0,baseline,quote_2015_69785,carbuncle
1.0,baseline,quote_2015_70964,joey
1.0,baseline,quote_2015_70964,grown
1.0,baseline,quote_2015_70964,year
1.0,baseline,quote_2015_70964,","
1.0,baseline,quote_2015_71633,members
1.0,baseline,quote_2015_71633,appreciated
1.0,baseline,quote_2015_71633,prime
1.0,baseline,quote_2015_71633,minister
1.0,baseline,quote_2015_71633,?
1.0,baseline,quote_2015_71633,s
1.0,baseline,quote_2015_71633,vision
1.0,baseline,quote_2015_71633,development
1.0,baseline,quote_2015_71633,north
1.0,baseline,quote_2015_71633,-
1.0,baseline,quote_2015_71633,east
1.0,baseline,quote_2015_71633,.
1.0,baseline,quote_2015_71633,emphasized
1.0,baseline,quote_2015_71633,commitment
1.0,baseline,quote_2015_71633,peace
1.0,baseline,quote_2015_71633,entire
1.0,baseline,quote_2015_71633,northeastern
1.0,baseline,quote_2015_71633,region
1.0,baseline,quote_2015_71633,","
1.0,baseline,quote_2015_71801,past
1.0,baseline,quote_2015_71801,present
1.0,baseline,quote_2015_71801,leadership
2.0,baseline,quote_2015_71801,efcc
1.0,baseline,quote_2015_71801,accused
1.0,baseline,quote_2015_71801,diversion
1.0,baseline,quote_2015_71801,funds
1.0,baseline,quote_2015_71801,worth
1.0,baseline,quote_2015_71801,billions
1.0,baseline,quote_2015_71801,naira
1.0,baseline,quote_2015_71801,meant
1.0,baseline,quote_2015_71801,paid
1.0,baseline,quote_2015_71801,consolidated
1.0,baseline,quote_2015_71801,revenue
1.0,baseline,quote_2015_71801,fund
1.0,baseline,quote_2015_71801,federation
1.0,baseline,quote_2015_71801,stipulated
1.0,baseline,quote_2015_71801,section
1.0,baseline,quote_2015_71801,31
1.0,baseline,quote_2015_71801,subsection
1.0,baseline,quote_2015_71801,2
1.0,baseline,quote_2015_71801,3
1.0,baseline,quote_2015_71801,act
1.0,baseline,quote_2015_71801,2004
1.0,baseline,quote_2015_72039,rule
1.0,baseline,quote_2015_72039,law
1.0,baseline,quote_2015_72039,upheld
1.0,baseline,quote_2015_73106,reform
1.0,baseline,quote_2015_73106,agenda
1.0,baseline,quote_2015_73106,government
1.0,baseline,quote_2015_76334,coffee
1.0,baseline,quote_2015_76334,shop
1.0,baseline,quote_2015_76334,incident
5.0,baseline,quote_2015_76334,","
1.0,baseline,quote_2015_76334,tell
1.0,baseline,quote_2015_76334,exactly
4.0,baseline,quote_2015_76334,.
1.0,baseline,quote_2015_76334,person
1.0,baseline,quote_2015_76334,researching
1.0,baseline,quote_2015_76334,matter
1.0,baseline,quote_2015_76334,believe
1.0,baseline,quote_2015_76334,illegal
1.0,baseline,quote_2015_76334,scheme
1.0,baseline,quote_2015_76334,business
1.0,baseline,quote_2015_76334,associate
1.0,baseline,quote_2015_76334,major
1.0,baseline,quote_2015_76334,donor
1.0,baseline,quote_2015_76334,john
1.0,baseline,quote_2015_76334,bel
1.0,baseline,quote_2015_76334,edwards
1.0,baseline,quote_2015_76334,private
1.0,baseline,quote_2015_76334,investigator
1.0,baseline,quote_2015_76334,pay
